kd_sskel;thn_ang;kd_brg;kd_lokasi;tglbuku;kuantitas_lalu;total_lalu;mutasi_tambah;mutasi_krg;saldo_mutasi;kuantitas_akhir;total_akhir;ur_sskel;ur_brg;total_lalu_sskel;total_akhir_sskel
1010102002;2019;101010200200000000000000000107;024040400415582005KD;30-Jun-19 15:38:48;995;297629375;0;250;-250;745;222848125;Bahan Kimia Cair;NAT 2 (UPTD);297629375;222848125
1010204014;2019;101020401400000000000000000161;024040400415582005KD;30-Jun-19 15:38:48;250;8250000;0;0;0;250;8250000;Suku Cadang Alat Laboratorium Patologi;Anti HIV (uptd);721578735;738355465
1010204014;2019;101020401400000000000000000162;024040400415582005KD;30-Jun-19 15:38:48;300;9900000;0;0;0;300;9900000;Suku Cadang Alat Laboratorium Patologi;Anti HCV (uptd);721578735;738355465
1010204014;2019;101020401400000000000000000163;024040400415582005KD;30-Jun-19 15:38:48;400;9600000;0;100;-100;300;7200000;Suku Cadang Alat Laboratorium Patologi;HBsAg (uptd);721578735;738355465
1010204014;2019;101020401400000000000000000164;024040400415582005KD;30-Jun-19 15:38:48;186;4017600;0;0;0;186;4017600;Suku Cadang Alat Laboratorium Patologi;Sifilis (uptd);721578735;738355465
1010204014;2018;101020401400000000000000000165;024040400415582005KD;30-Sep-18 10:42:57;0;0;0;0;0;0;0;Suku Cadang Alat Laboratorium Patologi;Liss Coomb Card /60x12 (uptd);721578735;738355465
1010204014;2019;101020401400000000000000000166;024040400415582005KD;30-Jun-19 15:38:48;27;19035000;0;12;-12;15;10575000;Suku Cadang Alat Laboratorium Patologi;Diluent II (uptd);721578735;738355465
1010204014;2019;101020401400000000000000000167;024040400415582005KD;30-Jun-19 15:38:48;148;10360000;150;59;91;239;16730000;Suku Cadang Alat Laboratorium Patologi;Anti A (uptd);721578735;738355465
1010204014;2019;101020401400000000000000000168;024040400415582005KD;30-Jun-19 15:38:48;148;10360000;150;61;89;237;16590000;Suku Cadang Alat Laboratorium Patologi;Anti B (uptd);721578735;738355465
1010204014;2019;101020401400000000000000000169;024040400415582005KD;30-Jun-19 15:38:48;3;210000;0;0;0;3;210000;Suku Cadang Alat Laboratorium Patologi;Anti AB (uptd);721578735;738355465
1010204014;2019;101020401400000000000000000170;024040400415582005KD;30-Jun-19 15:38:48;53;6360000;150;52;98;151;18120000;Suku Cadang Alat Laboratorium Patologi;Anti D (uptd);721578735;738355465
1010204014;2019;101020401400000000000000000171;024040400415582005KD;30-Jun-19 15:38:48;3;210000;0;0;0;3;210000;Suku Cadang Alat Laboratorium Patologi;Bovine Albumin 22% (uptd);721578735;738355465
1010204014;2019;101020401400000000000000000172;024040400415582005KD;30-Jun-19 15:38:48;3;210000;0;1;-1;2;140000;Suku Cadang Alat Laboratorium Patologi;Anti Human Globulin (uptd);721578735;738355465
1010204014;2019;101020401400000000000000000173;024040400415582005KD;30-Jun-19 15:38:48;8;2296000;0;2;-2;6;1722000;Suku Cadang Alat Laboratorium Patologi;Anios D.D.S.H (uptd);721578735;738355465
1010204014;2019;101020401400000000000000000174;024040400415582005KD;30-Jun-19 15:38:48;4;386880;0;0;0;4;386880;Suku Cadang Alat Laboratorium Patologi;Manugel/Descodem (uptd);721578735;738355465
1010204014;2018;101020401400000000000000000175;024040400415582005KD;31-Dec-17 15:03:30;0;0;0;0;0;0;0;Suku Cadang Alat Laboratorium Patologi;Steranios 2%/Descoton (uptd);721578735;738355465
1010204014;2019;101020401400000000000000000176;024040400415582005KD;30-Jun-19 15:38:48;12;3300000;0;1;-1;11;3025000;Suku Cadang Alat Laboratorium Patologi;Septoderm Haut (uptd);721578735;738355465
1010204014;2017;101020401400000000000000000177;024040400415582005KD;30-Jun-17 13:55:14;0;0;0;0;0;0;0;Suku Cadang Alat Laboratorium Patologi;Decotaman (uptd);721578735;738355465
1010204014;2019;101020401400000000000000000178;024040400415582005KD;30-Jun-19 15:38:48;1;1126125;0;0;0;1;1126125;Suku Cadang Alat Laboratorium Patologi;Screen cell/ ID-Diacell I, II (uptd);721578735;738355465
1010204014;2019;101020401400000000000000000179;024040400415582005KD;30-Jun-19 15:38:48;1;4081000;0;0;0;1;4081000;Suku Cadang Alat Laboratorium Patologi;Panel cell/ ID-Diapanel (uptd);721578735;738355465
1010204014;2019;101020401400000000000000000180;024040400415582005KD;30-Jun-19 15:38:48;13700;10960000;0;1900;-1900;11800;9440000;Suku Cadang Alat Laboratorium Patologi;Blood Group Card (uptd);721578735;738355465
1010204014;2019;101020401400000000000000000181;024040400415582005KD;30-Jun-19 15:38:48;27;5073300;0;2;-2;25;4697500;Suku Cadang Alat Laboratorium Patologi;"Medi Tape Type 300,1/2"" (uptd)";721578735;738355465
1010204014;2019;101020401400000000000000000182;024040400415582005KD;30-Jun-19 15:38:48;50;1350000;0;2;-2;48;1296000;Suku Cadang Alat Laboratorium Patologi;Pengaduk/tusuk gigi (uptd);721578735;738355465
1010204014;2019;101020401400000000000000000183;024040400415582005KD;30-Jun-19 15:38:48;614;8583720;0;15;-15;599;8374020;Suku Cadang Alat Laboratorium Patologi;AV. fistula Needle Set (uptd);721578735;738355465
1010204014;2019;101020401400000000000000000184;024040400415582005KD;30-Jun-19 15:38:48;13900;122320000;10000;3000;7000;20900;183920000;Suku Cadang Alat Laboratorium Patologi;Cuvette for combolab (uptd);721578735;738355465
1010204014;2019;101020401400000000000000000185;024040400415582005KD;30-Jun-19 15:38:48;24;60720000;16;17;-1;23;58190000;Suku Cadang Alat Laboratorium Patologi;Kit Thrombopheresis 994CFE (uptd);721578735;738355465
1010204014;2019;101020401400000000000000000186;024040400415582005KD;30-Jun-19 15:38:48;8;23760000;0;3;-3;5;14850000;Suku Cadang Alat Laboratorium Patologi;Kit PBSC 971 E (uptd);721578735;738355465
1010204014;2019;101020401400000000000000000187;024040400415582005KD;30-Jun-19 15:38:48;9;26730000;16;12;4;13;38610000;Suku Cadang Alat Laboratorium Patologi;Kit TPE 980E (uptd);721578735;738355465
1010204014;2015;101020401400000000000000000216;024040400415582005KD;30-Jun-15 15:07:42;0;0;0;0;0;0;0;Suku Cadang Alat Laboratorium Patologi;Quadruple 4V Top&Top (uptd);721578735;738355465
1010204014;2019;101020401400000000000000000222;024040400415582005KD;31-Dec-18 08:29:21;0;0;0;0;0;0;0;Suku Cadang Alat Laboratorium Patologi;Elisa HIV IV / Abbott Architect (uptd);721578735;738355465
1010204014;2019;101020401400000000000000000223;024040400415582005KD;31-Dec-18 08:29:21;0;0;0;0;0;0;0;Suku Cadang Alat Laboratorium Patologi;Elisa HbsAg IV / Abbott Architect (uptd);721578735;738355465
1010204014;2019;101020401400000000000000000224;024040400415582005KD;31-Dec-18 08:29:21;0;0;0;0;0;0;0;Suku Cadang Alat Laboratorium Patologi;Elisa HCV IV / Abbott Architect (uptd);721578735;738355465
1010204014;2019;101020401400000000000000000225;024040400415582005KD;31-Dec-18 08:29:21;0;0;0;0;0;0;0;Suku Cadang Alat Laboratorium Patologi;Elisa Sifillis IV / Abbott Architect (uptd);721578735;738355465
1010204014;2018;101020401400000000000000000233;024040400415582005KD;30-Sep-18 10:42:57;0;0;0;0;0;0;0;Suku Cadang Alat Laboratorium Patologi;Yellow Tip (UPTD);721578735;738355465
1010204014;2019;101020401400000000000000000234;024040400415582005KD;30-Jun-19 15:38:48;166;33200000;150;85;65;231;46200000;Suku Cadang Alat Laboratorium Patologi;Tabung Mika (UPTD);721578735;738355465
1010204014;2019;101020401400000000000000000235;024040400415582005KD;30-Jun-19 15:38:48;1470;36786750;0;140;-140;1330;33283250;Suku Cadang Alat Laboratorium Patologi;Wafer SC W017 (UPTD);721578735;738355465
1010204014;2017;101020401400000000000000000236;024040400415582005KD;30-Jun-17 13:55:14;0;0;0;0;0;0;0;Suku Cadang Alat Laboratorium Patologi;Quadruple Top & Bottom (UPTD);721578735;738355465
1010204014;2019;101020401400000000000000000249;024040400415582005KD;31-Mar-19 15:48:07;3;1782000;0;3;-3;0;0;Suku Cadang Alat Laboratorium Patologi;BPF4 Neol (UPTD);721578735;738355465
1010204014;2019;101020401400000000000000000250;024040400415582005KD;30-Jun-19 15:38:48;390;74088300;0;23;-23;367;69718990;Suku Cadang Alat Laboratorium Patologi;Tabung EDTA (UPTD);721578735;738355465
1010204014;2018;101020401400000000000000000257;024040400415582005KD;03-Oct-18 00:39:26;0;0;0;0;0;0;0;Suku Cadang Alat Laboratorium Patologi;Anti-D IgD (UPTD);721578735;738355465
1010204014;2019;101020401400000000000000000258;024040400415582005KD;30-Jun-19 15:38:48;2;4600000;0;0;0;2;4600000;Suku Cadang Alat Laboratorium Patologi;Dia Cidel (UPTD);721578735;738355465
1010204014;2019;101020401400000000000000000260;024040400415582005KD;30-Jun-19 15:38:48;287;65723000;150;15;135;422;96638000;Suku Cadang Alat Laboratorium Patologi;Imugard (UPTD);721578735;738355465
1010204014;2019;101020401400000000000000000270;024040400415582005KD;30-Jun-19 15:38:48;3890;156199060;0;2240;-2240;1650;66254100;Suku Cadang Alat Laboratorium Patologi;Liss Coomb Card (uptd);721578735;738355465
1010305999;2019;101030599900000000000000000273;024040400415582005KD;31-Mar-19 15:48:07;0;0;0;0;0;0;0;Perabot Kantor Lainnya;Single Bag 350 ml (uptd);744094344;618123820
1010305999;2019;101030599900000000000000000274;024040400415582005KD;30-Jun-19 15:38:48;6309;283905000;0;250;-250;6059;272655000;Perabot Kantor Lainnya;Double Bag 350 ml (uptd);744094344;618123820
1010305999;2019;101030599900000000000000000275;024040400415582005KD;30-Jun-19 15:38:48;8044;448050800;0;2050;-2050;5994;333865800;Perabot Kantor Lainnya;Triple Bag 350 ml (uptd);744094344;618123820
1010305999;2019;101030599900000000000000000276;024040400415582005KD;30-Jun-19 15:38:48;68;12138544;0;3;-3;65;11603020;Perabot Kantor Lainnya;Cell Washing Bag (uptd);744094344;618123820
1010601002;2016;101060100200000000000000000606;024040400415582005KD;31-Dec-15 09:34:07;0;0;0;0;0;0;0;Cadangan Pangan;Susu UHT (uptd lama);0;0
1010601002;2016;101060100200000000000000000607;024040400415582005KD;31-Dec-15 09:34:07;0;0;0;0;0;0;0;Cadangan Pangan;Air Minum dalam Kemasan (uptd lama);0;0
1010601002;2016;101060100200000000000000000608;024040400415582005KD;31-Dec-15 09:34:07;0;0;0;0;0;0;0;Cadangan Pangan;Biskuit Crackers (uptd lama);0;0
1010601002;2016;101060100200000000000000000609;024040400415582005KD;31-Dec-15 09:34:07;0;0;0;0;0;0;0;Cadangan Pangan;Susu Kental Manis (uptd lama);0;0
1010601002;2016;101060100200000000000000000610;024040400415582005KD;31-Dec-15 09:34:07;0;0;0;0;0;0;0;Cadangan Pangan;Biskuit Bersalut Coklat (uptd lama);0;0
1010601002;2016;101060100200000000000000000611;024040400415582005KD;31-Dec-15 09:34:07;0;0;0;0;0;0;0;Cadangan Pangan;tablet effervescent (uptd lama);0;0
1010701001;2018;101070100100000000000000000097;024040400415582005KD;31-Dec-17 15:03:30;0;0;0;0;0;0;0;Makanan/Sembako;Biskuit Bersalut Coklat (UPTD);5393300;8423800
1010701001;2018;101070100100000000000000000098;024040400415582005KD;31-Dec-17 15:03:30;0;0;0;0;0;0;0;Makanan/Sembako;Biskuit Crackers (UPTD);5393300;8423800
1010701001;2019;101070100100000000000000000430;024040400415582005KD;30-Jun-19 15:38:48;970;5228300;2400;2000;400;1370;7384300;Makanan/Sembako;Biskuit Sari Gandum (UPTD);5393300;8423800
1010701001;2019;101070100100000000000000000431;024040400415582005KD;30-Jun-19 15:38:48;10;165000;70;17;53;63;1039500;Makanan/Sembako;Monde Butter Cookies (UPTD);5393300;8423800
1010701002;2019;101070100200000000000000000041;024040400415582005KD;30-Jun-19 15:38:48;33;1633500;0;3;-3;30;1485000;Minuman;Tablet Effervescent (UPTD);7395300;9622800
1010701002;2018;101070100200000000000000000042;024040400415582005KD;31-Dec-17 15:03:30;0;0;0;0;0;0;0;Minuman;Susu Kental Manis (UPTD);7395300;9622800
1010701002;2018;101070100200000000000000000043;024040400415582005KD;31-Dec-17 15:03:30;0;0;0;0;0;0;0;Minuman;Air Minum dalam kemasan (UPTD);7395300;9622800
1010701002;2019;101070100200000000000000000044;024040400415582005KD;30-Jun-19 15:38:48;970;4268000;2400;2000;400;1370;6028000;Minuman;Susu UHT (UPTD);7395300;9622800
